NEW,TX,Bud,Chlorophyll,Conversion,freeze,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,G-B,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,G-Y,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,G-W,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,G-BU,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,BA-BU,30.8,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,BA-R,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,BA-G,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,W-BU,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,W-Y,,,,,,,,,,,,,,,,,,,,,,
BETPAP_G14,B,W-W,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Blue,23.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Red,25.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Green,25.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Black,24.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Yellow,15.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,White,17.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Blue,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Y-BU,25.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,Y-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,W-BU,22.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,BU-BU,25.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,BU-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,R-BU,20.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,R-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,G-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W01,A,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Blue,31.4,,24-Apr-17,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Red,28.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Green,26.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Black,26.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Yellow,24.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,White,20.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Blue,24,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Red,16.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Black,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Y-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,G/R,13.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,R/BU,21.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU/W,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,W-BU,24.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU-BU,24.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,BU-W,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,R-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,R-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,R-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W02,B,R-W,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Blue,30.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Red,32,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Green,29.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Black,23.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Yellow,30,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,White,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Blue,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Y-BU,29.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,W-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BU-BU,26.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BU-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,G-BU,24.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,R-BU,29.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,R-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,R-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BA-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BA-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BA-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BA-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BU/R-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,BU/R - R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,G/Y-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W03,A,G/Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Blue,25.8,,6-May-17,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Red,21.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Green,21.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Black,18.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Yellow,21.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,White,15,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Blue,20.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W04,B,Green,16.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Blue,27.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Red,27.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Green,27.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Black,22.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Yellow,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,White,18.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Y-BU,24.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,W-BU,25.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BU-BU,16.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,R-BU,23.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,G-BU,29.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BA-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BA-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BA-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BA-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W05,A,BA-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Blue,28.6,,28-Apr-17,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Red,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Black,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y,26.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,U-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,U-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,W - B,21.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,BU-BU,29.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,BU-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,G-BU,29.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,G-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,BA-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,BA-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y-BU,26.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W06,B,Y-W,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Blue,29.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Red,25.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Green,28.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Black,23.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Yellow,23.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,White,24.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Blue,23.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Y-BU,27.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,Y-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,W-BU,22.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BU-BU,24.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BU-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,R-BU,27.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,R-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,R-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G-BU,21.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BA-BU,19.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BA-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BA-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BA-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,BA-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G/W-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G/W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G/W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W07,A,G/W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Blue,26.3,,24-Apr-17,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Red,25.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Green,24.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Black,22.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Yellow,26.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,White,22.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Blue,22.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Green,21.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Red,17.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Y-BU,8.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,Y-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,W-BU,11.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,BU-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W08,B,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Blue,24.4,,24-Apr-17,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Red,17.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Green,19.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Black,18.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Yellow,23.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Unknown,16.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,White,12.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Y-BU,11.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,W - B,4.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,BU-BU,24.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W09,B,R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Blue,26.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Red,24.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Green,28.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Black,25,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Yellow,24.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,White,27.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Blue,28.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Red,29.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Green,24.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,BA,31.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Y/W,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,BU/R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,Y - B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,W-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W10,A,W-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Blue,29.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Red,29.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Green,32.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Black,28.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Yellow,27.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,White,32.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Blue,30.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Red,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,BA,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,BU/R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Y-BU,24,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,Y-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,W-BU,23.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W11,A,W-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Blue,25.7,,3-May-17,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Red,28.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Green,27.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Black,29.6,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Yellow,25.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,White,26.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Blue,29.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Green,26.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Red,27.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Y-BU,26.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,Y-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,W-BU,26.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BU-BU,24.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BU-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BU-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BU-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,G-BU,25.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BA-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BA-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BA-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BU/W-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,BU/W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R/W-BU,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R/W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,R/W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,G/W-BU,15.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,G/W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,G/W-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W12,B,G/W-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Blue,32.5,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Red,18.9,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Green,19.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Black,27,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Yellow,24.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,White,18.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Blue,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W13,A,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Blue,24.9,,8-Jun-17,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Red,18.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Green,18.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Black,16.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Yellow,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,White,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Blue,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Red,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,W/Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,Black,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,BU/R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W14,B,BU/G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Blue,20.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Red,23.7,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Green,20.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Black,18.1,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Yellow,26.8,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,White,23.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Blue,20.3,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Red,21.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Y-BU,23.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,Y-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,W-BU,22,,,,,,,,,,,,,,,,,,,,,
BETPOP_W15,A,W-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,Blue,22.6,,3-May-17,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,Red,18.8,,6-May-17,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,Green,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,Black,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,Yellow,21.4,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,White,22.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,Blue,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,G-BU,24,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,G-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,G-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,G-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,R-BU,24.2,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,R-R,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,R-G,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,R-B,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,R-Y,,,,,,,,,,,,,,,,,,,,,,
BETPOP_W16,B,R-W,,,,,,,,,,,,,,,,,,,,,,
